PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
19,9/21/2023,01:57.4,8,1,"Robertson, Tate",1000276606,Left,ALA_CRI,"Sleight, Evan",687433,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.80302,-0.200857,2.958816,2001.97304,135.195483,10:30,5.62466,-1.5859,5.38725,-23.34088,15.17206,-13.9145,3.49107,0.0304,78.74898,-4.539053,0.488844,0.446658,,,,,,,,,,,,7.72926,8.02469,1.33122,50,5.59043,-5.82876,-124.4867,-1.21821,12.20996,23.42739,-19.49738,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,1a1a3950-58c2-11ee-b66d-2b55a1776162,84.38777,,,7.05404,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,01:57.4,2023-09-21T16:01:57.3891154-05:00,2023-09-21T21:01:57.3891154Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,16ddb282-de9d-4524-94e7-444e9e9b3d86,55.11316,-125.44526,11.71369,5.62395,-0.42045,-9.74869,1.57993,-6.32835,6.10498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,9/21/2023,02:11.9,8,2,"Robertson, Tate",1000276606,Left,ALA_CRI,"Sleight, Evan",687433,Left,ALA_CRI1,Undefined,1,Top,0,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,85.9901,-1.895747,2.023617,2134.475225,144.251579,10:45,5.80679,-1.42972,5.51991,-20.40694,17.87729,-11.99788,2.33192,-0.53666,78.79656,-5.717986,-0.114088,0.445329,70.18826,77.882105,-77.635978,5110.327892,,,,,5.66145,,,6.64957,9.92603,1.2619,50,5.6282,-3.90649,-124.77153,-4.77827,10.50269,24.65053,-16.49631,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,22c13090-58c2-11ee-b66d-2b55a1776162,84.63945,27.63954,,7.19354,,,,1.89114,2.32806,0.53954,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,02:11.9,2023-09-21T16:02:11.9008338-05:00,2023-09-21T21:02:11.9008338Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,3ffa7ef0-726f-4a37-9f50-933bc0ef959c,54.98152,-125.75186,12.32527,5.80518,-4.12223,-8.24816,1.42556,-4.32417,5.25135,167.862313,1.89439,4.467,-8.37609,,,,,,,2.33096,100.50681,-26.08775,,,,,,,0.53949,-21.10696,1.27722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
21,9/21/2023,02:35.6,8,3,"Robertson, Tate",1000276606,Left,ALA_CRI,"Sleight, Evan",687433,Left,ALA_CRI1,Undefined,1,Top,0,0,2,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.09964,-1.818328,0.188328,1997.07087,141.16224,10:45,5.87165,-1.31078,5.59533,-22.82836,16.44355,-12.16627,2.27095,-2.1488,77.45588,-6.094306,-1.984162,0.451037,,,,,,,,,,,,6.31256,9.29193,1.30309,50,5.70119,0.086,-123.47987,-4.63972,9.66632,26.47073,-17.94552,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,30e07460-58c2-11ee-b66d-2b55a1776162,83.56834,,,7.64377,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,02:35.6,2023-09-21T16:02:35.6466258-05:00,2023-09-21T21:02:35.6466258Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,fbe62e4c-3581-4536-acc1-f844f418ccb6,54.90642,-124.52723,13.23536,5.87072,-3.92968,-8.97276,1.30726,-0.29647,4.83316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
22,9/21/2023,02:49.8,8,4,"Robertson, Tate",1000276606,Left,ALA_CRI,"Sleight, Evan",687433,Left,ALA_CRI1,Undefined,1,Top,0,1,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,86.30367,-1.162538,2.596126,1961.23475,150.321458,11:00,5.72608,-1.43802,5.48026,-18.90781,19.63781,-10.4139,3.06137,0.12502,78.00673,-4.752884,0.743858,0.446847,72.20224,76.083286,-31.452096,5100.108598,,,,,166.11129,,,6.06205,10.65619,1.2174,50,5.61161,-5.21967,-125.02526,-3.11079,9.49165,27.74601,-15.48912,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,3955fb60-58c2-11ee-b66d-2b55a1776162,84.352,121.90157,,8.29694,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,02:49.8,2023-09-21T16:02:49.8061394-05:00,2023-09-21T21:02:49.8061394Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,7a1c3e5e-bd64-4457-b720-8dfd914a12b3,55.01876,-126.13412,13.87301,5.72357,-2.49177,-7.74456,1.43358,-5.599,4.74582,,2.54083,21.72728,-8.24556,1.36362,-0.18017,0.01541,-0.00525,0.00147,-0.0002,7.34999,102.78802,-23.15369,2.28666,-0.36206,0.05032,-0.0109,0.00339,-0.00045,-4.32016,-13.2895,-10.89436,3.73566,-1.01759,0.23973,-0.05677,0.01026,-0.00096,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
23,9/21/2023,03:07.6,8,5,"Robertson, Tate",1000276606,Left,ALA_CRI,"Sleight, Evan",687433,Left,ALA_CRI1,Undefined,1,Top,0,1,2,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,84.88024,-1.167035,1.37878,1927.333433,132.851347,10:30,5.73068,-1.43546,5.55949,-25.74643,13.61761,-13.29513,2.49429,-1.25491,77.51148,-5.957505,-0.99353,0.451566,,,,,,,,,,,,7.17493,7.60619,1.32557,50,5.61304,-2.41897,-123.19914,-3.35321,10.99093,25.23086,-20.5225,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,43ebf160-58c2-11ee-b66d-2b55a1776162,83.47052,,,7.36876,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,03:07.6,2023-09-21T16:03:07.5939922-05:00,2023-09-21T21:03:07.5939922Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,acb4a10a-3615-4db0-87fb-e0304ca7b789,54.94188,-124.2071,12.61543,5.73063,-2.53334,-10.26125,1.43097,-2.85805,5.49546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
28,9/21/2023,04:54.5,9,3,"Robertson, Tate",1000276606,Left,ALA_CRI,"Petrutz, Ian",1000243586,Left,ALA_CRI1,Undefined,1,Top,0,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.6485,-0.243244,3.688393,2114.569834,151.880018,11:00,5.75449,-1.43064,5.56778,-14.62548,23.52466,-11.85575,4.308,1.03175,78.1754,-3.081349,1.580403,0.444549,,,,,,,,,,,,7.02233,12.26788,1.11969,50,5.72398,-7.55257,-125.40243,-0.8948,11.08272,27.46894,-12.81281,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,83b1c770-58c2-11ee-b66d-2b55a1776162,84.78807,,,8.4731,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,04:54.5,2023-09-21T16:04:54.5266770-05:00,2023-09-21T21:04:54.5266770Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,bf4134b7-f933-46be-bade-aa07a189c434,54.92827,-126.47734,13.73447,5.74919,-0.39341,-6.4064,1.42372,-7.98626,5.54136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
32,9/21/2023,06:18.8,10,3,"Robertson, Tate",1000276606,Left,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.62685,-3.407392,3.752179,1973.938699,146.835985,11:00,5.62257,-1.46376,5.65219,-19.61962,18.47824,-11.1965,0.79894,1.10787,78.6903,-7.104674,1.756838,0.444244,,,,,,,,,,,,6.82178,10.80032,1.1526,50,5.32064,-7.74124,-125.23951,-8.06605,10.74932,27.15561,-15.15554,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,b5e41ef0-58c2-11ee-b66d-2b55a1776162,84.84623,,,7.93655,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,06:18.8,2023-09-21T16:06:18.7512402-05:00,2023-09-21T21:06:18.7512402Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,fe69415d-0798-41a4-a1e3-b59c22fc7d22,54.84748,-126.28621,13.57781,5.62029,-7.48188,-7.57777,1.45897,-8.15557,5.37466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
33,9/21/2023,07:10.8,10,4,"Robertson, Tate",1000276606,Left,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,2,1,Fastball,Cutter,InPlay,Undefined,Popup,Undefined,0,0,,85.07421,-0.253932,1.738948,2085.475824,173.877868,11:45,5.54433,-1.57165,5.78625,-28.7632,10.12343,-0.95016,2.91104,-0.03249,77.60488,-5.607186,1.568812,0.448819,83.7064,81.638313,-35.44571,,,,,,13.44867,,,0.99311,5.60477,1.42887,50,5.50612,-3.71122,-123.50013,-1.48255,1.52711,25.59773,-23.55552,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,d4e967b0-58c2-11ee-b66d-2b55a1776162,83.98131,116.01123,,7.46933,,,,2.45546,3.01199,0.06097,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,07:10.8,2023-09-21T16:07:10.8374610-05:00,2023-09-21T21:07:10.8374610Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,09ee2c6a-06af-499e-b4d2-f0eb25aeb115,54.71441,-124.47345,12.79887,5.54547,-0.58688,-11.77776,1.57109,-3.76928,0.76356,,2.45546,14.54444,-11.02871,2.91146,-0.72634,0.18953,-0.04614,0.00874,-0.00088,3.01199,121.4641,-36.85528,6.702,-1.72612,0.44618,-0.10982,0.02083,-0.0021,0.06097,-10.35367,2.22297,-0.57669,0.14295,-0.0374,0.00912,-0.00173,0.00017,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
34,9/21/2023,07:39.7,11,1,"Robertson, Tate",1000276606,Left,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Slider,InPlay,Undefined,GroundBall,Undefined,0,0,,84.25059,-1.146156,2.89896,2307.599991,142.127622,10:45,5.54961,-1.46525,5.70457,-31.61734,7.93512,-5.23532,1.84535,0.80199,77.55874,-6.970356,1.963488,0.452645,51.42401,-35.931086,25.55182,,,,,5.18948,4.93651,3.526684,0.042276,3.46488,4.6878,1.22539,50,5.43356,-5.9847,-122.27657,-3.50215,5.26436,23.31289,-25.05162,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,e61f6160-58c2-11ee-b66d-2b55a1776162,83.27145,1.88069,,6.69186,,,,2.83837,1.88069,-0.80011,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,07:39.7,2023-09-21T16:07:39.7015634-05:00,2023-09-21T21:07:39.7015634Z,GroundBall,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,7f80b96e-61e4-43f0-89c9-6b46d19d7cc1,54.79761,-123.18787,11.65644,5.55132,-2.52288,-12.52581,1.46335,-6.19048,2.63218,180,2.83644,55.38089,,,,,,,,1.88223,-44.4858,,,,,,,,-0.80104,26.47684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
35,9/21/2023,08:07.0,12,1,"Robertson, Tate",1000276606,Left,ALA_CRI,"Eblin, Bryce",1000050509,Left,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Changeup,InPlay,Undefined,FlyBall,Undefined,0,0,,85.56667,-0.656627,2.870316,2024.087172,133.797071,10:30,5.59004,-1.50798,5.58363,-23.06151,15.49918,-14.90631,3.05423,-0.06734,78.3374,-4.965472,0.213847,0.446934,95.30037,55.858839,22.786239,3504.418712,101.90907,154.09412,41.4069,247.68288,247.68288,21.814696,6.500683,8.3976,8.39733,1.27135,50,5.51865,-5.614,-124.17263,-2.16748,13.13885,24.37472,-19.03563,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,f661fa60-58c2-11ee-b66d-2b55a1776162,84.33552,170.63557,,7.22927,,,,2.92184,3.24464,0.08932,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,08:07.0,2023-09-21T16:08:07.0003794-05:00,2023-09-21T21:08:07.0003794Z,FlyBall,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,35392483-8ac3-40b6-9f8e-d13b91c56664,54.91865,-125.13441,12.18736,5.58935,-1.41636,-9.51782,1.5031,-6.13244,6.56943,180.162814,2.92808,72.21467,-20.64371,5.83101,-1.03125,0.09557,-0.00022,-0.00069,4E-05,3.23228,115.85487,-24.90079,2.50684,-0.43979,0.05907,-0.00365,-0.00013,2E-05,0.09278,30.32236,-8.55376,2.26971,-0.3548,0.01959,0.00307,-0.00055,2E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
36,9/21/2023,11:30.8,13,1,"Kenty, Jansen",1000276603,Left,ALA_CRI,"Guscette, Mac",1000035909,Right,ALA_CRI1,Undefined,1,Top,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.28786,-1.289839,2.22871,1460.389805,114.939325,9:45,5.50794,-1.61235,5.8653,-33.6671,8.86284,-16.03009,1.503,-0.87672,74.31148,-7.530393,-0.648864,0.469374,,,,,,,,,,,,8.79434,5.35311,1.44071,50,5.38392,-3.95912,-117.94643,-3.71581,12.33239,23.37883,-24.66733,ALA_CRI,ALA_CRI1,SwellThomasStadium,TeamExclusive,Team,20230921-SwellThomasStadium-Private-1,6ffe7c40-58c3-11ee-b66d-2b55a1776162,80.30366,,,6.97639,,,,,,,f3a66377-0827-4158-95b6-b6be51435c2f,9/21/2023,11:30.8,2023-09-21T16:11:30.8451410-05:00,2023-09-21T21:11:30.8451410Z,,v3,471226,test-3,,"Guangorena, Kameron",1000051062,Right,ALA_CRI,d4eb576f-33a5-480a-9900-77d901669d0d,54.63435,-118.86148,11.68942,5.51047,-2.75033,-12.33366,1.60512,-4.44181,6.16619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
